Antecedent,Consequent,Support,Confidence,Lift,Rule_Type
"{pip fruit, rolls/buns}",{soda},0.0006,0.093,0.9266,Normal
{frozen fish},{sausage},0.0006,0.093,0.897,Normal
"{pip fruit, rolls/buns}",{sausage},0.0006,0.093,0.897,Normal
"{bottled beer, sausage}",{other vegetables},0.0006,0.093,0.6541,Normal
{baking powder},{pastry},0.0007,0.0926,1.7444,Normal
{baking powder},{rolls/buns},0.0007,0.0926,0.7753,Normal
{baking powder},{other vegetables},0.0007,0.0926,0.6511,Normal
{whipped/sour cream},{tropical fruit},0.0039,0.0925,0.997,Normal
{shopping bags},{yogurt},0.0038,0.0925,0.9734,Normal
"{canned beer, whole milk}",{bottled beer},0.0009,0.0923,1.7728,Normal
"{canned beer, whole milk}",{pork},0.0009,0.0923,1.5496,Normal
"{canned beer, whole milk}",{citrus fruit},0.0009,0.0923,1.2213,Normal
{pork},{soda},0.0055,0.092,0.9165,Normal
"{sausage, whole milk}",{pastry},0.0016,0.0917,1.727,Normal
{canned beer},{yogurt},0.0058,0.0915,0.963,Normal
"{other vegetables, whole milk}",{soda},0.002,0.0915,0.9115,Normal
"{other vegetables, whole milk}",{sausage},0.002,0.0915,0.8823,Normal
{brown bread},{sausage},0.0032,0.0913,0.8802,Normal
"{soda, yogurt}",{chewing gum},0.0007,0.0909,7.5032,Normal
{canned vegetables},{margarine},0.0004,0.0909,3.2999,Normal
"{domestic eggs, other vegetables}",{margarine},0.0004,0.0909,3.2999,Normal
"{root vegetables, soda}",{hamburger meat},0.0006,0.0909,3.2322,Normal
{seasonal products},{coffee},0.0006,0.0909,2.705,Normal
"{domestic eggs, other vegetables}",{coffee},0.0004,0.0909,2.705,Normal
"{root vegetables, soda}",{coffee},0.0006,0.0909,2.705,Normal
"{pastry, yogurt}",{newspapers},0.0004,0.0909,2.6044,Normal
{seasonal products},{butter},0.0006,0.0909,2.4912,Normal
"{curd, whole milk}",{chicken},0.0006,0.0909,2.053,Normal
"{domestic eggs, other vegetables}",{chicken},0.0004,0.0909,2.053,Normal
"{curd, whole milk}",{beef},0.0006,0.0909,1.9041,Normal
"{domestic eggs, other vegetables}",{bottled beer},0.0004,0.0909,1.7459,Normal
{dishes},{pastry},0.0009,0.0909,1.7127,Normal
"{bottled beer, rolls/buns}",{pastry},0.0006,0.0909,1.7127,Normal
"{root vegetables, soda}",{pastry},0.0006,0.0909,1.7127,Normal
{canned vegetables},{pork},0.0004,0.0909,1.5261,Normal
"{domestic eggs, other vegetables}",{pork},0.0004,0.0909,1.5261,Normal
{canned vegetables},{bottled water},0.0004,0.0909,1.5078,Normal
{pet care},{bottled water},0.0006,0.0909,1.5078,Normal
"{bottled beer, rolls/buns}",{bottled water},0.0006,0.0909,1.5078,Normal
{canned vegetables},{canned beer},0.0004,0.0909,1.4423,Normal
{cat food},{canned beer},0.0009,0.0909,1.4423,Normal
"{bottled beer, rolls/buns}",{canned beer},0.0006,0.0909,1.4423,Normal
{dishes},{pip fruit},0.0009,0.0909,1.4227,Normal
{seasonal products},{pip fruit},0.0006,0.0909,1.4227,Normal
{cat food},{frankfurter},0.0009,0.0909,1.2942,Normal
{cat food},{citrus fruit},0.0009,0.0909,1.2028,Normal
{dishes},{citrus fruit},0.0009,0.0909,1.2028,Normal
{hard cheese},{root vegetables},0.0014,0.0909,1.1136,Normal
{pet care},{root vegetables},0.0006,0.0909,1.1136,Normal
{salty snack},{tropical fruit},0.0016,0.0909,0.9802,Normal
{seasonal products},{tropical fruit},0.0006,0.0909,0.9802,Normal
"{bottled beer, rolls/buns}",{tropical fruit},0.0006,0.0909,0.9802,Normal
"{root vegetables, soda}",{tropical fruit},0.0006,0.0909,0.9802,Normal
{hard cheese},{yogurt},0.0014,0.0909,0.9564,Normal
"{bottled beer, rolls/buns}",{yogurt},0.0006,0.0909,0.9564,Normal
{condensed milk},{soda},0.0007,0.0909,0.9056,Normal
{dishes},{soda},0.0009,0.0909,0.9056,Normal
{mustard},{soda},0.0006,0.0909,0.9056,Normal
{pasta},{soda},0.0007,0.0909,0.9056,Normal
{seasonal products},{soda},0.0006,0.0909,0.9056,Normal
{butter},{sausage},0.0033,0.0909,0.8766,Normal
{hard cheese},{sausage},0.0014,0.0909,0.8766,Normal
{mustard},{sausage},0.0006,0.0909,0.8766,Normal
{mustard},{rolls/buns},0.0006,0.0909,0.7612,Normal
"{pastry, yogurt}",{rolls/buns},0.0004,0.0909,0.7612,Normal
"{root vegetables, soda}",{rolls/buns},0.0006,0.0909,0.7612,Normal
{canned vegetables},{other vegetables},0.0004,0.0909,0.6392,Normal
{pet care},{other vegetables},0.0006,0.0909,0.6392,Normal
{seasonal products},{other vegetables},0.0006,0.0909,0.6392,Normal
"{curd, whole milk}",{other vegetables},0.0006,0.0909,0.6392,Normal
"{soda, yogurt}",{other vegetables},0.0007,0.0909,0.6392,Normal
"{root vegetables, soda}",{whole milk},0.0006,0.0909,0.4672,Normal
{frozen vegetables},{citrus fruit},0.0026,0.0905,1.1968,Normal
{tropical fruit},{yogurt},0.0084,0.0902,0.949,Normal
{semi-finished bread},{beef},0.001,0.0897,1.8797,Normal
{semi-finished bread},{tropical fruit},0.001,0.0897,0.9676,Normal
{semi-finished bread},{yogurt},0.001,0.0897,0.9441,Normal
{pastry},{yogurt},0.0048,0.0897,0.9434,Normal
{semi-finished bread},{rolls/buns},0.001,0.0897,0.7514,Normal
"{pork, whole milk}",{canned beer},0.0009,0.0896,1.4207,Normal
{red/blush wine},{sausage},0.0009,0.0896,0.8635,Normal
{liquor},{cream cheese },0.0007,0.0893,3.8689,Normal
{waffles},{chicken},0.0014,0.0893,2.0163,Normal
{waffles},{bottled beer},0.0014,0.0893,1.7147,Normal
{margarine},{root vegetables},0.0025,0.089,1.0902,Normal
{whole milk},{sausage},0.0173,0.089,0.8578,Normal
{whipped/sour cream},{rolls/buns},0.0038,0.089,0.7456,Normal
"{chicken, whole milk}",{curd},0.0006,0.0889,2.2995,Normal
{canned fish},{pork},0.0006,0.0889,1.4922,Normal
{frozen dessert},{pork},0.0006,0.0889,1.4922,Normal
{frozen dessert},{bottled water},0.0006,0.0889,1.4743,Normal
"{chicken, whole milk}",{bottled water},0.0006,0.0889,1.4743,Normal
{canned fish},{canned beer},0.0006,0.0889,1.4102,Normal
{canned fish},{citrus fruit},0.0006,0.0889,1.1761,Normal
{canned fish},{root vegetables},0.0006,0.0889,1.0888,Normal
{canned fish},{tropical fruit},0.0006,0.0889,0.9584,Normal
"{chicken, whole milk}",{soda},0.0006,0.0889,0.8854,Normal
{frozen dessert},{other vegetables},0.0006,0.0889,0.625,Normal
{meat},{root vegetables},0.0022,0.0888,1.0872,Normal
{packaged fruit/vegetables},{frankfurter},0.001,0.0886,1.2614,Normal
{packaged fruit/vegetables},{root vegetables},0.001,0.0886,1.0854,Normal
{specialty chocolate},{canned beer},0.0014,0.0885,1.404,Normal
{bottled water},{tropical fruit},0.0053,0.0885,0.9544,Normal
{specialty chocolate},{yogurt},0.0014,0.0885,0.931,Normal
{specialty chocolate},{soda},0.0014,0.0885,0.8815,Normal
"{curd, other vegetables}",{specialty chocolate},0.0004,0.0882,5.4136,Normal
"{curd, other vegetables}",{beverages},0.0004,0.0882,4.4652,Normal
{sweet spreads},{chocolate},0.0004,0.0882,3.7996,Normal
"{curd, other vegetables}",{dessert},0.0004,0.0882,3.7301,Normal
"{margarine, whole milk}",{hamburger meat},0.0004,0.0882,3.1371,Normal
"{onions, whole milk}",{butter},0.0004,0.0882,2.4179,Normal
"{margarine, whole milk}",{curd},0.0004,0.0882,2.2826,Normal
{long life bakery product},{beef},0.0013,0.0882,1.8481,Normal
{long life bakery product},{pork},0.0013,0.0882,1.4812,Normal
"{margarine, whole milk}",{bottled water},0.0004,0.0882,1.4635,Normal
{butter milk},{canned beer},0.0017,0.0882,1.3999,Normal
"{onions, whole milk}",{canned beer},0.0004,0.0882,1.3999,Normal
"{curd, other vegetables}",{pip fruit},0.0004,0.0882,1.3809,Normal
"{curd, other vegetables}",{frankfurter},0.0004,0.0882,1.2561,Normal
{sweet spreads},{citrus fruit},0.0004,0.0882,1.1674,Normal
{sweet spreads},{root vegetables},0.0004,0.0882,1.0808,Normal
{sweet spreads},{yogurt},0.0004,0.0882,0.9283,Normal
"{margarine, whole milk}",{yogurt},0.0004,0.0882,0.9283,Normal
{rolls/buns},{yogurt},0.0105,0.0882,0.9275,Normal
{sweet spreads},{soda},0.0004,0.0882,0.8789,Normal
"{curd, other vegetables}",{soda},0.0004,0.0882,0.8789,Normal
{butter milk},{sausage},0.0017,0.0882,0.8508,Normal
{butter milk},{other vegetables},0.0017,0.0882,0.6204,Normal
{yogurt},{citrus fruit},0.0084,0.088,1.1645,Normal
{yogurt},{tropical fruit},0.0084,0.088,0.949,Normal
{ham},{rolls/buns},0.0023,0.0879,0.7361,Normal
"{beef, whole milk}",{yogurt},0.0007,0.0877,0.9228,Normal
{beverages},{rolls/buns},0.0017,0.0876,0.7334,Normal
{cream cheese },{frankfurter},0.002,0.0875,1.2457,Normal
{UHT-milk},{tropical fruit},0.002,0.0875,0.9434,Normal
{UHT-milk},{other vegetables},0.002,0.0875,0.6153,Normal
"{other vegetables, rolls/buns}",{yogurt},0.0013,0.0874,0.9193,Normal
{hamburger meat},{root vegetables},0.0025,0.0872,1.0679,Normal
"{rolls/buns, whole milk}",{soda},0.0019,0.0872,0.8691,Normal
{brown bread},{canned beer},0.003,0.0871,1.3824,Normal
{brown bread},{frankfurter},0.003,0.0871,1.2405,Normal
{brown bread},{soda},0.003,0.0871,0.868,Normal
"{root vegetables, tropical fruit}",{onions},0.0006,0.087,3.4648,Normal
"{sausage, tropical fruit}",{fruit/vegetable juice},0.0006,0.087,2.8171,Normal
"{frankfurter, other vegetables}",{domestic eggs},0.0009,0.087,2.5654,Normal
"{other vegetables, tropical fruit}",{curd},0.0009,0.087,2.2495,Normal
"{butter, whole milk}",{shopping bags},0.0006,0.087,2.1454,Normal
"{other vegetables, tropical fruit}",{shopping bags},0.0009,0.087,2.1454,Normal
"{sausage, tropical fruit}",{whipped/sour cream},0.0006,0.087,2.0646,Normal
"{bottled beer, whole milk}",{beef},0.0009,0.087,1.8214,Normal
"{butter, whole milk}",{pastry},0.0006,0.087,1.6382,Normal
"{root vegetables, tropical fruit}",{pastry},0.0006,0.087,1.6382,Normal
"{bottled beer, whole milk}",{canned beer},0.0009,0.087,1.3796,Normal
{pickled vegetables},{citrus fruit},0.0006,0.087,1.1505,Normal
"{frankfurter, other vegetables}",{root vegetables},0.0009,0.087,1.0651,Normal
"{frankfurter, whole milk}",{root vegetables},0.0009,0.087,1.0651,Normal
"{other vegetables, tropical fruit}",{root vegetables},0.0009,0.087,1.0651,Normal
{chocolate},{tropical fruit},0.002,0.087,0.9376,Normal
{pickled vegetables},{tropical fruit},0.0006,0.087,0.9376,Normal
"{frankfurter, other vegetables}",{yogurt},0.0009,0.087,0.9148,Normal
"{butter, whole milk}",{soda},0.0006,0.087,0.8662,Normal
"{root vegetables, tropical fruit}",{soda},0.0006,0.087,0.8662,Normal
"{frankfurter, other vegetables}",{sausage},0.0009,0.087,0.8385,Normal
{grapes},{rolls/buns},0.0017,0.087,0.7281,Normal
{newspapers},{canned beer},0.003,0.0868,1.3767,Normal
{whole milk},{yogurt},0.0169,0.0867,0.9125,Normal
{oil},{citrus fruit},0.0013,0.0865,1.145,Normal
{candy},{fruit/vegetable juice},0.001,0.0864,2.7998,Normal
{candy},{bottled beer},0.001,0.0864,1.6597,Normal
{candy},{citrus fruit},0.001,0.0864,1.1434,Normal
{candy},{sausage},0.001,0.0864,0.8333,Normal
{berries},{yogurt},0.0025,0.0863,0.9079,Normal
"{tropical fruit, yogurt}",{onions},0.0007,0.0862,3.4349,Normal
"{tropical fruit, yogurt}",{shopping bags},0.0007,0.0862,2.1269,Normal
"{tropical fruit, yogurt}",{bottled water},0.0007,0.0862,1.4298,Normal
"{citrus fruit, yogurt}",{frankfurter},0.0007,0.0862,1.2273,Normal
{onions},{tropical fruit},0.0022,0.0862,0.9295,Normal
{other vegetables},{soda},0.0123,0.0862,0.8587,Normal
"{tropical fruit, yogurt}",{rolls/buns},0.0007,0.0862,0.7218,Normal
{bottled water},{rolls/buns},0.0052,0.0861,0.7211,Normal
{white wine},{beef},0.0012,0.086,1.8018,Normal
{white wine},{yogurt},0.0012,0.086,0.905,Normal
{white wine},{other vegetables},0.0012,0.086,0.6049,Normal
{curd},{tropical fruit},0.0033,0.0858,0.9253,Normal
{pip fruit},{yogurt},0.0055,0.0858,0.9024,Normal
{pip fruit},{soda},0.0055,0.0858,0.8545,Normal
{coffee},{rolls/buns},0.0029,0.0858,0.7187,Normal
"{citrus fruit, soda}",{oil},0.0004,0.0857,5.714,Normal
"{canned beer, soda}",{salty snack},0.0004,0.0857,4.9112,Normal
"{newspapers, other vegetables}",{napkins},0.0004,0.0857,4.6792,Normal
"{canned beer, sausage}",{butter milk},0.0004,0.0857,4.3695,Normal
"{canned beer, sausage}",{beverages},0.0004,0.0857,4.3376,Normal
"{canned beer, sausage}",{white bread},0.0004,0.0857,4.0703,Normal
"{canned beer, soda}",{white bread},0.0004,0.0857,4.0703,Normal
"{canned beer, soda}",{frozen vegetables},0.0004,0.0857,2.9862,Normal
{roll products },{coffee},0.0004,0.0857,2.5505,Normal
"{canned beer, soda}",{domestic eggs},0.0004,0.0857,2.5288,Normal
"{pork, yogurt}",{brown bread},0.0004,0.0857,2.4658,Normal
"{canned beer, soda}",{newspapers},0.0004,0.0857,2.4556,Normal
"{citrus fruit, soda}",{butter},0.0004,0.0857,2.3488,Normal
"{other vegetables, pastry}",{butter},0.0004,0.0857,2.3488,Normal
"{citrus fruit, soda}",{shopping bags},0.0004,0.0857,2.1148,Normal
"{canned beer, sausage}",{chicken},0.0004,0.0857,1.9357,Normal
"{other vegetables, pastry}",{chicken},0.0004,0.0857,1.9357,Normal
{specialty cheese},{bottled beer},0.0004,0.0857,1.6461,Normal
{roll products },{bottled water},0.0004,0.0857,1.4217,Normal
{roll products },{pip fruit},0.0004,0.0857,1.3414,Normal
"{newspapers, other vegetables}",{frankfurter},0.0004,0.0857,1.2202,Normal
{roll products },{root vegetables},0.0004,0.0857,1.0499,Normal
"{canned beer, soda}",{root vegetables},0.0004,0.0857,1.0499,Normal
"{other vegetables, pastry}",{root vegetables},0.0004,0.0857,1.0499,Normal
{roll products },{tropical fruit},0.0004,0.0857,0.9242,Normal
{specialty cheese},{yogurt},0.0004,0.0857,0.9018,Normal
{rolls/buns},{sausage},0.0102,0.0857,0.8268,Normal
"{canned beer, sausage}",{rolls/buns},0.0004,0.0857,0.7177,Normal
{whipped/sour cream},{sausage},0.0036,0.0856,0.8256,Normal
"{whole milk, yogurt}",{citrus fruit},0.0014,0.0855,1.1308,Normal
{frozen vegetables},{canned beer},0.0025,0.0854,1.3553,Normal
"{other vegetables, pork}",{oil},0.0006,0.0851,5.6735,Normal
"{root vegetables, sausage}",{frozen vegetables},0.0006,0.0851,2.965,Normal
"{root vegetables, sausage}",{brown bread},0.0006,0.0851,2.4483,Normal
"{other vegetables, pork}",{curd},0.0006,0.0851,2.2017,Normal
"{root vegetables, sausage}",{bottled beer},0.0006,0.0851,1.6345,Normal
{finished products},{pork},0.0006,0.0851,1.4287,Normal
{finished products},{tropical fruit},0.0006,0.0851,0.9176,Normal
"{other vegetables, pork}",{sausage},0.0006,0.0851,0.8206,Normal
"{root vegetables, sausage}",{other vegetables},0.0006,0.0851,0.5984,Normal
"{soda, whole milk}",{shopping bags},0.0013,0.0849,2.0948,Normal
"{citrus fruit, other vegetables}",{frozen vegetables},0.0007,0.0847,2.9525,Normal
"{citrus fruit, other vegetables}",{curd},0.0007,0.0847,2.1923,Normal
{pork},{yogurt},0.005,0.0847,0.8916,Normal
{chicken},{soda},0.0038,0.0847,0.8436,Normal
"{rolls/buns, sausage}",{curd},0.0009,0.0845,2.1861,Normal
"{bottled water, whole milk}",{citrus fruit},0.0009,0.0845,1.1181,Normal
"{root vegetables, whole milk}",{newspapers},0.001,0.0843,2.4162,Normal
"{other vegetables, sausage}",{yogurt},0.001,0.0843,0.8873,Normal
{frankfurter},{soda},0.0059,0.0842,0.8386,Normal
{other vegetables},{sausage},0.012,0.0842,0.8117,Normal
{margarine},{pork},0.0023,0.0838,1.4062,Normal
{yogurt},{soda},0.0079,0.0835,0.8314,Normal
"{shopping bags, soda}",{processed cheese},0.0004,0.0833,9.4713,Normal
"{shopping bags, soda}",{white wine},0.0004,0.0833,6.2124,Normal
{mayonnaise},{misc. beverages},0.0004,0.0833,5.0239,Normal
{zwieback},{butter milk},0.0004,0.0833,4.2482,Normal
{pot plants},{grapes},0.0006,0.0833,4.1866,Normal
"{frozen vegetables, whole milk}",{berries},0.0004,0.0833,2.9327,Normal
{mayonnaise},{domestic eggs},0.0004,0.0833,2.4585,Normal
{zwieback},{domestic eggs},0.0004,0.0833,2.4585,Normal
{mayonnaise},{curd},0.0004,0.0833,2.1558,Normal
{zwieback},{curd},0.0004,0.0833,2.1558,Normal
"{bottled water, rolls/buns}",{curd},0.0004,0.0833,2.1558,Normal
{pot plants},{shopping bags},0.0006,0.0833,2.056,Normal
"{chicken, rolls/buns}",{shopping bags},0.0004,0.0833,2.056,Normal
"{other vegetables, yogurt}",{shopping bags},0.0009,0.0833,2.056,Normal
"{beef, other vegetables}",{whipped/sour cream},0.0004,0.0833,1.9786,Normal
"{frozen vegetables, whole milk}",{bottled beer},0.0004,0.0833,1.6004,Normal
"{rolls/buns, root vegetables}",{bottled beer},0.0007,0.0833,1.6004,Normal
"{shopping bags, soda}",{pork},0.0004,0.0833,1.3989,Normal
{mayonnaise},{bottled water},0.0004,0.0833,1.3822,Normal
"{rolls/buns, root vegetables}",{bottled water},0.0007,0.0833,1.3822,Normal
{zwieback},{canned beer},0.0004,0.0833,1.3221,Normal
"{rolls/buns, root vegetables}",{canned beer},0.0007,0.0833,1.3221,Normal
"{chicken, rolls/buns}",{pip fruit},0.0004,0.0833,1.3042,Normal
"{shopping bags, soda}",{pip fruit},0.0004,0.0833,1.3042,Normal
"{beef, other vegetables}",{frankfurter},0.0004,0.0833,1.1863,Normal
"{other vegetables, yogurt}",{frankfurter},0.0009,0.0833,1.1863,Normal
{pot plants},{citrus fruit},0.0006,0.0833,1.1026,Normal
"{frozen vegetables, whole milk}",{citrus fruit},0.0004,0.0833,1.1026,Normal
"{shopping bags, soda}",{citrus fruit},0.0004,0.0833,1.1026,Normal
{chewing gum},{root vegetables},0.001,0.0833,1.0208,Normal
"{frozen vegetables, whole milk}",{root vegetables},0.0004,0.0833,1.0208,Normal
{rolls/buns},{tropical fruit},0.01,0.0833,0.8985,Normal
"{beef, other vegetables}",{tropical fruit},0.0004,0.0833,0.8985,Normal
"{frozen vegetables, whole milk}",{tropical fruit},0.0004,0.0833,0.8985,Normal
{pot plants},{yogurt},0.0006,0.0833,0.8767,Normal
"{bottled water, rolls/buns}",{yogurt},0.0004,0.0833,0.8767,Normal
"{other vegetables, pip fruit}",{yogurt},0.0007,0.0833,0.8767,Normal
"{rolls/buns, root vegetables}",{yogurt},0.0007,0.0833,0.8767,Normal
"{frozen vegetables, whole milk}",{soda},0.0004,0.0833,0.8301,Normal
{pot plants},{sausage},0.0006,0.0833,0.8035,Normal
"{beef, other vegetables}",{sausage},0.0004,0.0833,0.8035,Normal
"{other vegetables, pip fruit}",{sausage},0.0007,0.0833,0.8035,Normal
{mayonnaise},{rolls/buns},0.0004,0.0833,0.6978,Normal
{chewing gum},{other vegetables},0.001,0.0833,0.586,Normal
"{chicken, rolls/buns}",{other vegetables},0.0004,0.0833,0.586,Normal
"{frozen vegetables, whole milk}",{other vegetables},0.0004,0.0833,0.586,Normal
"{rolls/buns, root vegetables}",{other vegetables},0.0007,0.0833,0.586,Normal
{bottled beer},{soda},0.0043,0.0831,0.8278,Normal
{brown bread},{beef},0.0029,0.083,1.7382,Normal
{butter},{frankfurter},0.003,0.083,1.1817,Normal
{root vegetables},{sausage},0.0068,0.083,0.8007,Normal
{newspapers},{pastry},0.0029,0.0826,1.557,Normal
{salty snack},{soda},0.0014,0.0826,0.8232,Normal
{newspapers},{sausage},0.0029,0.0826,0.7969,Normal
{specialty bar},{sausage},0.0012,0.0825,0.7953,Normal
{specialty bar},{rolls/buns},0.0012,0.0825,0.6906,Normal
{hygiene articles},{chicken},0.001,0.0824,1.8598,Normal
"{other vegetables, soda}",{pork},0.001,0.0824,1.3825,Normal
"{other vegetables, soda}",{bottled water},0.001,0.0824,1.3659,Normal
{ham},{tropical fruit},0.0022,0.0824,0.8886,Normal
{hygiene articles},{tropical fruit},0.001,0.0824,0.888,Normal
"{pip fruit, whole milk}",{whipped/sour cream},0.0009,0.0822,1.9515,Normal
{white bread},{citrus fruit},0.0017,0.0822,1.0875,Normal
{white bread},{root vegetables},0.0017,0.0822,1.0068,Normal
{whipped/sour cream},{yogurt},0.0035,0.0822,0.8647,Normal
{hamburger meat},{tropical fruit},0.0023,0.0821,0.8847,Normal
{hamburger meat},{rolls/buns},0.0023,0.0821,0.687,Normal
"{other vegetables, root vegetables}",{cream cheese },0.0007,0.082,3.5517,Normal
{processed cheese},{shopping bags},0.0007,0.082,2.0223,Normal
"{other vegetables, root vegetables}",{shopping bags},0.0007,0.082,2.0223,Normal
{processed cheese},{frankfurter},0.0007,0.082,1.1669,Normal
"{other vegetables, root vegetables}",{soda},0.0007,0.082,0.8165,Normal
{processed cheese},{sausage},0.0007,0.082,0.7904,Normal
"{other vegetables, root vegetables}",{rolls/buns},0.0007,0.082,0.6863,Normal
{shopping bags},{root vegetables},0.0033,0.0819,1.0026,Normal
{hard cheese},{shopping bags},0.0013,0.0818,2.0187,Normal
{hard cheese},{bottled beer},0.0013,0.0818,1.5713,Normal
{sugar},{bottled water},0.0013,0.0818,1.357,Normal
{sugar},{frankfurter},0.0013,0.0818,1.1648,Normal
{sugar},{root vegetables},0.0013,0.0818,1.0022,Normal
{hard cheese},{tropical fruit},0.0013,0.0818,0.8822,Normal
{sugar},{sausage},0.0013,0.0818,0.7889,Normal
"{domestic eggs, whole milk}",{fruit/vegetable juice},0.0006,0.0816,2.6447,Normal
"{domestic eggs, whole milk}",{shopping bags},0.0006,0.0816,2.0141,Normal
"{canned beer, rolls/buns}",{bottled beer},0.0006,0.0816,1.5678,Normal
"{canned beer, rolls/buns}",{soda},0.0006,0.0816,0.8132,Normal
"{tropical fruit, whole milk}",{soda},0.0012,0.0816,0.8132,Normal
"{canned beer, rolls/buns}",{other vegetables},0.0006,0.0816,0.574,Normal
{coffee},{root vegetables},0.0027,0.0815,0.9989,Normal
{coffee},{yogurt},0.0027,0.0815,0.8579,Normal
{chicken},{yogurt},0.0036,0.0814,0.8567,Normal
{root vegetables},{tropical fruit},0.0066,0.0813,0.8763,Normal
"{brown bread, whole milk}",{hard cheese},0.0004,0.0811,5.1103,Normal
"{brown bread, whole milk}",{waffles},0.0004,0.0811,5.0191,Normal
"{bottled water, tropical fruit}",{white bread},0.0004,0.0811,3.8502,Normal
"{frankfurter, yogurt}",{margarine},0.0004,0.0811,2.9431,Normal
"{bottled water, tropical fruit}",{domestic eggs},0.0004,0.0811,2.3921,Normal
"{bottled water, tropical fruit}",{shopping bags},0.0004,0.0811,2.0005,Normal
"{bottled water, tropical fruit}",{whipped/sour cream},0.0004,0.0811,1.9251,Normal
"{frankfurter, yogurt}",{bottled beer},0.0004,0.0811,1.5572,Normal
"{brown bread, whole milk}",{pastry},0.0004,0.0811,1.5275,Normal
"{frankfurter, yogurt}",{canned beer},0.0004,0.0811,1.2864,Normal
{liquor (appetizer)},{pip fruit},0.0004,0.0811,1.2689,Normal
"{frankfurter, yogurt}",{pip fruit},0.0004,0.0811,1.2689,Normal
{liquor (appetizer)},{yogurt},0.0004,0.0811,0.853,Normal
"{frankfurter, yogurt}",{sausage},0.0004,0.0811,0.7818,Normal
"{frankfurter, yogurt}",{rolls/buns},0.0004,0.0811,0.6789,Normal
{liquor (appetizer)},{other vegetables},0.0004,0.0811,0.5701,Normal
"{bottled water, tropical fruit}",{whole milk},0.0004,0.0811,0.4167,Normal
{butter milk},{citrus fruit},0.0016,0.0809,1.0701,Normal
{domestic eggs},{yogurt},0.0027,0.0809,0.8506,Normal
{tropical fruit},{soda},0.0075,0.0809,0.8056,Normal
{domestic eggs},{soda},0.0027,0.0809,0.8054,Normal
{chocolate},{bottled water},0.0019,0.0807,1.3393,Normal
{chocolate},{citrus fruit},0.0019,0.0807,1.0683,Normal
{detergent},{ham},0.0007,0.0806,3.072,Normal
{detergent},{bottled beer},0.0007,0.0806,1.5488,Normal
{detergent},{canned beer},0.0007,0.0806,1.2794,Normal
{detergent},{frankfurter},0.0007,0.0806,1.1481,Normal
{detergent},{root vegetables},0.0007,0.0806,0.9878,Normal
{detergent},{soda},0.0007,0.0806,0.8033,Normal
{detergent},{rolls/buns},0.0007,0.0806,0.6753,Normal
{onions},{root vegetables},0.002,0.0805,0.9856,Normal
{onions},{yogurt},0.002,0.0805,0.8465,Normal
{herbs},{soda},0.001,0.0805,0.8015,Normal
{herbs},{rolls/buns},0.001,0.0805,0.6737,Normal
{waffles},{curd},0.0013,0.0804,2.0788,Normal
{bottled beer},{tropical fruit},0.0042,0.0803,0.8662,Normal
{canned beer},{soda},0.005,0.0801,0.7978,Normal
{canned beer},{sausage},0.005,0.0801,0.7723,Normal
"{sausage, yogurt}",{margarine},0.0009,0.08,2.9039,Normal
"{sausage, yogurt}",{curd},0.0009,0.08,2.0696,Normal
"{sausage, yogurt}",{shopping bags},0.0009,0.08,1.9738,Normal
"{newspapers, whole milk}",{bottled beer},0.0006,0.08,1.5364,Normal
{spread cheese},{pork},0.0006,0.08,1.343,Normal
"{sausage, yogurt}",{pork},0.0009,0.08,1.343,Normal
"{newspapers, whole milk}",{bottled water},0.0006,0.08,1.3269,Normal
"{sausage, yogurt}",{tropical fruit},0.0009,0.08,0.8626,Normal
"{newspapers, whole milk}",{soda},0.0006,0.08,0.7969,Normal
{spread cheese},{rolls/buns},0.0006,0.08,0.6699,Normal
"{newspapers, whole milk}",{rolls/buns},0.0006,0.08,0.6699,Normal
"{newspapers, whole milk}",{other vegetables},0.0006,0.08,0.5625,Normal
{grapes},{root vegetables},0.0016,0.0797,0.9764,Normal
{grapes},{yogurt},0.0016,0.0797,0.8386,Normal
"{citrus fruit, whole milk}",{shopping bags},0.001,0.0795,1.9626,Normal
"{citrus fruit, whole milk}",{tropical fruit},0.001,0.0795,0.8577,Normal
{soft cheese},{bottled beer},0.0007,0.0794,1.5242,Normal
"{shopping bags, whole milk}",{bottled beer},0.0007,0.0794,1.5242,Normal
{soft cheese},{pork},0.0007,0.0794,1.3323,Normal
"{shopping bags, whole milk}",{pork},0.0007,0.0794,1.3323,Normal
"{shopping bags, whole milk}",{canned beer},0.0007,0.0794,1.2591,Normal
{soft cheese},{citrus fruit},0.0007,0.0794,1.0501,Normal
{dessert},{yogurt},0.0019,0.0793,0.8339,Normal
{dessert},{soda},0.0019,0.0793,0.7896,Normal
{butter},{bottled beer},0.0029,0.0791,1.5182,Normal
{butter},{yogurt},0.0029,0.0791,0.8317,Normal
{soda},{yogurt},0.0079,0.079,0.8314,Normal
{liver loaf},{condensed milk},0.0004,0.0789,9.9517,Normal
"{pip fruit, yogurt}",{salty snack},0.0004,0.0789,4.5235,Normal
"{pip fruit, soda}",{margarine},0.0004,0.0789,2.8657,Normal
"{pork, soda}",{hamburger meat},0.0004,0.0789,2.8069,Normal
{liver loaf},{fruit/vegetable juice},0.0004,0.0789,2.5577,Normal
"{pip fruit, soda}",{fruit/vegetable juice},0.0004,0.0789,2.5577,Normal
